firuza,bfs,native,roadNet-CA,0.523481,0.548152,0.535771,0.539798,0.523972
firuza,bfs,native,kron,0.274457,0.566153,0.392968,0.390268,0.615535
firuza,bfs,native,in-2004,1.48563,1.42468,1.43569,1.44069,1.48734
firuza,bfs,native,ljournal-2008,5.66526,5.83947,5.19904,5.53891,5.72344
firuza,bfs,native,USA-road-d.E,7.09691,5.12402,6.5207,6.6451,6.24444
firuza,bfs,native,higgs-twitter,0.0463192,0.0462067,0.0451987,0.046166,0.0449706
firuza,bfs,native,Si5H12,0.00834817,0.00840784,0.00807394,0.00806027,0.00829062
firuza,bfs,native,com-Youtube,0.361814,0.339229,0.33335,0.359826,0.350351
firuza,bfs,native,erdos,3.18493,3.48432,3.76276,2.29166,3.03832
firuza,bfs,native,eu-2005,0.906319,0.978896,0.891455,0.936504,0.927561
firuza,bfs,sparsex,roadNet-CA,,,,,
firuza,bfs,sparsex,kron,0.812256,0.836742,0.765713,0.799755,0.925877
firuza,bfs,sparsex,in-2004,,,,,
firuza,bfs,sparsex,ljournal-2008,,,,,
firuza,bfs,sparsex,USA-road-d.E,,,,,
firuza,bfs,sparsex,higgs-twitter,,,,,
firuza,bfs,sparsex,Si5H12,,,,,
firuza,bfs,sparsex,com-Youtube,,,,,
firuza,bfs,sparsex,erdos,2.70451,2.40232,2.65631,2.33912,2.50271
firuza,bfs,sparsex,eu-2005,,,,,
firuza,bfs,mkl,roadNet-CA,0.416101,0.368889,0.418325,0.431079,0.388439
firuza,bfs,mkl,kron,0.247262,0.250555,0.247347,0.259352,0.311213
firuza,bfs,mkl,in-2004,0.913751,0.895489,0.914807,0.924304,0.926472
firuza,bfs,mkl,ljournal-2008,4.61554,4.42002,4.30381,4.31105,4.31011
firuza,bfs,mkl,USA-road-d.E,5.98776,5.72099,6.72023,5.65843,5.65389
firuza,bfs,mkl,higgs-twitter,0.0473022,0.0473929,0.0461408,0.0468746,0.0459737
firuza,bfs,mkl,Si5H12,0.0280837,0.0089837,0.00908664,0.0090874,0.00916299
firuza,bfs,mkl,com-Youtube,0.207565,0.218761,0.220354,0.212589,0.215665
firuza,bfs,mkl,erdos,1.37764,1.11618,1.78633,1.70567,1.57166
firuza,bfs,mkl,eu-2005,0.567221,0.537993,0.54816,0.547712,0.552879
firuza,bfs,gpu,roadNet-CA,0.800996,0.808454,0.790063,0.762859,0.754058
firuza,bfs,gpu,kron,,,,,
firuza,bfs,gpu,in-2004,0.950985,0.932304,0.930979,0.920099,0.913236
firuza,bfs,gpu,ljournal-2008,3.42852,3.5775,3.49114,3.41364,3.6531
firuza,bfs,gpu,USA-road-d.E,7.51617,6.10143,9.03312,5.62203,6.06693
firuza,bfs,gpu,higgs-twitter,0.406329,0.368952,0.373997,0.389397,0.367675
firuza,bfs,gpu,Si5H12,0.317287,0.318763,0.328254,0.320586,0.326245
firuza,bfs,gpu,com-Youtube,0.582494,0.553043,0.563122,0.575662,0.531283
firuza,bfs,gpu,erdos,1.85538,1.91318,1.77842,1.56531,1.66177
firuza,bfs,gpu,eu-2005,0.609676,0.620712,0.641317,0.635539,0.622527
firuza,bfs,opencl00,roadNet-CA,6.75213,6.62617,6.64047,6.39438,7.6155
firuza,bfs,opencl00,kron,0.486736,0.434437,0.530008,0.377022,0.537672
firuza,bfs,opencl00,in-2004,19.5594,19.4198,20.278,19.4208,19.4643
firuza,bfs,opencl00,ljournal-2008,42.5931,38.3187,45.7924,39.3387,45.6945
firuza,bfs,opencl00,USA-road-d.E,23.6438,27.3194,23.8972,25.2374,36.0496
firuza,bfs,opencl00,higgs-twitter,0.151523,0.175999,0.167142,0.162062,0.176501
firuza,bfs,opencl00,Si5H12,0.250122,0.181038,0.188513,0.187893,0.174998
firuza,bfs,opencl00,com-Youtube,2.66463,2.79805,2.55975,2.78796,2.41943
firuza,bfs,opencl00,erdos,2.21945,1.9298,1.58008,1.65318,1.312
firuza,bfs,opencl00,eu-2005,5.04731,5.06438,5.24078,5.13561,5.23875
firuza,NPB,native,S,0.02,0.02,0.02,0.02,0.02
firuza,NPB,native,W,0.16,0.16,0.16,0.16,0.16
firuza,NPB,native,A,0.66,0.66,0.66,0.66,0.65
firuza,NPB,native,B,45.04,43.84,45.25,43.70,43.77
firuza,NPB,native,C,130.57,127.31,130.23,127.65,129.47
firuza,NPB,native,D,6138.25,6016.56,7556.03,7490.80,7488.97
firuza,NPB,sparsex,S,0.28,0.27,0.28,0.27,0.28
firuza,NPB,sparsex,W,0.36,0.35,0.35,0.35,0.35
firuza,NPB,sparsex,A,0.59,0.59,0.59,0.59,0.59
firuza,NPB,sparsex,B,11.80,11.94,11.83,11.92,11.91
firuza,NPB,sparsex,C,31.67,31.73,31.68,31.89,31.90
firuza,NPB,sparsex,D,,,,,
firuza,NPB,mkl,S,0.03,0.02,0.02,0.03,0.03
firuza,NPB,mkl,W,0.03,0.04,0.04,0.03,0.03
firuza,NPB,mkl,A,0.19,0.19,0.19,0.19,0.19
firuza,NPB,mkl,B,11.81,11.79,11.76,11.79,11.85
firuza,NPB,mkl,C,32.14,32.15,32.18,32.14,32.21
firuza,NPB,mkl,D,1389.85,2320.07,1522.06,1517.86,2284.82
firuza,NPB,gpu,S,0.18,0.17,0.17,0.17,0.17
firuza,NPB,gpu,W,0.54,0.54,0.55,0.54,0.54
firuza,NPB,gpu,A,1.56,1.56,1.56,1.56,1.56
firuza,NPB,gpu,B,57.16,56.23,56.81,56.83,57.45
firuza,NPB,gpu,C,149.72,150.02,150.43,151.74,149.96
firuza,NPB,gpu,D,4448.00,4474.82,4508.38,4527.55,4479.33
firuza,NPB,opencl00,S,0.02,0.02,0.02,0.02,0.02
firuza,NPB,opencl00,W,0.07,0.08,0.07,0.08,0.09
firuza,NPB,opencl00,A,0.22,0.22,0.22,0.22,0.22
firuza,NPB,opencl00,B,8.49,8.39,8.46,8.43,8.42
firuza,NPB,opencl00,C,21.02,21.10,20.82,21.13,21.42
firuza,NPB,opencl00,D,1155.93,1151.75,1154.41,1155.83,1152.83
firuza,parboil-spmv,native,small,0.000289,0.000289,0.000443,0.000561,0.000281
firuza,parboil-spmv,native,medium,0.008879,0.008865,0.008880,0.008893,0.009318
firuza,parboil-spmv,native,large,0.223885,0.199874,0.198129,0.206157,0.198184
firuza,parboil-spmv,sparsex,small,4.576434,4.542344,4.538315,4.510712,4.548089
firuza,parboil-spmv,sparsex,medium,6.781699,6.717302,6.773250,6.799384,6.751398
firuza,parboil-spmv,sparsex,large,1.062364,1.012024,1.020180,1.013145,1.025623
firuza,parboil-spmv,mkl,small,0.000293,0.000431,0.000331,0.000334,0.000428
firuza,parboil-spmv,mkl,medium,0.008958,0.009015,0.008971,0.008999,0.008980
firuza,parboil-spmv,mkl,large,0.090707,0.073096,0.066270,0.067153,0.065260
firuza,parboil-spmv,gpu,small,0.353331,0.322282,0.322541,0.309152,0.311008
firuza,parboil-spmv,gpu,medium,0.333615,0.335194,0.339496,0.328430,0.333997
firuza,parboil-spmv,gpu,large,0.348009,0.350355,0.343110,0.351546,0.351620
firuza,parboil-spmv,opencl00,small,0.097201,0.102858,0.095600,0.094830,0.092697
firuza,parboil-spmv,opencl00,medium,0.098593,0.101610,0.096425,0.106471,0.097002
firuza,parboil-spmv,opencl00,large,0.184708,0.171274,0.165358,0.165875,0.165612
firuza,Netlib-C,native,40,0.111,0.111,0.111,0.115,0.125
firuza,Netlib-C,native,60,0.472,0.478,0.480,0.482,0.482
firuza,Netlib-C,native,80,1.247,1.262,1.249,1.252,1.263
firuza,Netlib-C,native,100,3.311,2.979,3.231,3.187,3.225
firuza,Netlib-C,native,120,8.410,8.232,8.376,8.213,8.190
firuza,Netlib-C,native,140,15.596,15.303,15.339,15.189,15.248
firuza,Netlib-C,native,160,25.131,25.850,24.565,25.000,25.817
firuza,Netlib-F,native,40,0.128,0.124,0.124,0.123,0.126
firuza,Netlib-F,native,60,0.509,0.518,0.511,0.505,0.506
firuza,Netlib-F,native,80,1.330,1.633,1.640,1.816,1.734
firuza,Netlib-F,native,100,3.191,3.242,3.319,3.272,3.254
firuza,Netlib-F,native,120,8.474,8.335,8.354,8.387,8.287
firuza,Netlib-F,native,140,15.194,15.493,15.281,15.455,16.229
firuza,Netlib-F,native,160,25.231,25.494,25.198,25.120,25.138
firuza,Netlib-C,mkl,40,0.045,0.028,0.030,0.028,0.030
firuza,Netlib-C,mkl,60,0.121,0.118,0.122,0.121,0.125
firuza,Netlib-C,mkl,80,0.362,0.396,0.389,0.394,0.414
firuza,Netlib-C,mkl,100,0.791,0.797,0.795,0.824,0.809
firuza,Netlib-C,mkl,120,2.189,2.205,2.208,2.168,2.207
firuza,Netlib-C,mkl,140,4.815,4.833,4.827,4.799,4.823
firuza,Netlib-C,mkl,160,8.443,8.410,8.451,8.405,8.408
firuza,Netlib-F,mkl,40,0.049,0.032,0.031,0.033,0.032
firuza,Netlib-F,mkl,60,0.125,0.130,0.128,0.129,0.129
firuza,Netlib-F,mkl,80,0.395,0.445,0.425,0.428,0.425
firuza,Netlib-F,mkl,100,0.891,0.857,0.864,0.859,0.848
firuza,Netlib-F,mkl,120,2.292,2.293,2.287,2.304,2.287
firuza,Netlib-F,mkl,140,4.969,4.973,4.970,4.979,4.989
firuza,Netlib-F,mkl,160,8.654,8.655,8.644,8.661,8.700
firuza,Netlib-C,gpu,40,0.558,0.530,0.508,0.509,0.502
firuza,Netlib-C,gpu,60,0.752,0.749,0.745,0.742,0.748
firuza,Netlib-C,gpu,80,1.301,1.302,1.298,1.295,1.289
firuza,Netlib-C,gpu,100,2.299,2.283,2.304,2.291,2.290
firuza,Netlib-C,gpu,120,3.782,3.793,3.762,3.771,3.781
firuza,Netlib-C,gpu,140,5.879,5.888,5.864,5.890,5.852
firuza,Netlib-C,gpu,160,8.619,8.688,8.628,8.673,8.641
firuza,Netlib-F,gpu,40,0.506,0.509,0.506,0.515,0.508
firuza,Netlib-F,gpu,60,0.755,0.758,0.754,0.761,0.753
firuza,Netlib-F,gpu,80,1.331,1.326,1.322,1.325,1.321
firuza,Netlib-F,gpu,100,2.348,2.364,2.355,2.341,2.341
firuza,Netlib-F,gpu,120,3.874,3.901,3.885,3.878,3.872
firuza,Netlib-F,gpu,140,6.079,6.074,6.040,6.072,6.045
firuza,Netlib-F,gpu,160,8.912,8.984,8.904,8.950,8.924
firuza,Netlib-C,opencl00,40,0.165,0.166,0.159,0.160,0.159
firuza,Netlib-C,opencl00,60,0.300,0.301,0.302,0.301,0.303
firuza,Netlib-C,opencl00,80,0.621,0.623,0.629,0.624,0.620
firuza,Netlib-C,opencl00,100,1.197,1.192,1.196,1.187,1.201
firuza,Netlib-C,opencl00,120,2.081,2.081,2.099,2.085,2.072
firuza,Netlib-C,opencl00,140,3.308,3.318,3.322,3.324,3.312
firuza,Netlib-C,opencl00,160,4.956,4.971,4.951,4.973,4.967
firuza,Netlib-F,opencl00,40,0.162,0.159,0.159,0.160,0.161
firuza,Netlib-F,opencl00,60,0.306,0.308,0.310,0.310,0.309
firuza,Netlib-F,opencl00,80,0.646,0.645,0.644,0.665,0.644
firuza,Netlib-F,opencl00,100,1.242,1.255,1.263,1.249,1.249
firuza,Netlib-F,opencl00,120,2.169,2.169,2.172,2.169,2.169
firuza,Netlib-F,opencl00,140,3.484,3.546,3.466,3.477,3.475
firuza,Netlib-F,opencl00,160,5.227,5.200,5.188,5.215,5.173
firuza,PATHSAMPLE,native,pfold.0.small,10.98,11.00,10.97,11.02,11.08
firuza,PATHSAMPLE,native,pfold.1.small,9.25,9.27,9.35,9.16,9.39
firuza,PATHSAMPLE,native,pfold.2.small,6.52,6.80,6.52,6.55,6.56
firuza,PATHSAMPLE,native,pfold.0.large,70.51,70.43,69.89,70.03,70.53
firuza,PATHSAMPLE,native,pfold.1.large,55.07,54.26,54.42,54.15,54.17
firuza,PATHSAMPLE,native,pfold.2.large,27.19,27.62,27.24,27.14,27.30
firuza,PATHSAMPLE,native,ngt.0.small,61.64,61.80,62.26,61.72,61.22
firuza,PATHSAMPLE,native,ngt.1.small,62.62,61.17,61.32,61.49,60.94
firuza,PATHSAMPLE,native,ngt.2.small,61.30,61.08,61.79,61.10,61.38
firuza,PATHSAMPLE,native,ngt.0.large,85.23,83.03,82.67,83.17,82.83
firuza,PATHSAMPLE,native,ngt.1.large,83.86,82.08,89.41,82.70,83.39
firuza,PATHSAMPLE,native,ngt.2.large,82.59,82.81,82.71,82.64,83.78
firuza,PATHSAMPLE,mkl,pfold.0.small,6.52,6.16,6.21,6.38,6.26
firuza,PATHSAMPLE,mkl,pfold.1.small,5.85,5.79,5.83,5.79,5.79
firuza,PATHSAMPLE,mkl,pfold.2.small,6.16,6.10,6.62,6.10,6.11
firuza,PATHSAMPLE,mkl,pfold.0.large,26.09,25.71,25.92,26.22,25.99
firuza,PATHSAMPLE,mkl,pfold.1.large,22.52,22.45,22.44,22.54,22.14
firuza,PATHSAMPLE,mkl,pfold.2.large,27.12,26.74,27.00,27.09,26.82
firuza,PATHSAMPLE,mkl,ngt.0.small,60.31,60.34,59.98,59.65,59.96
firuza,PATHSAMPLE,mkl,ngt.1.small,63.05,62.39,59.89,60.12,59.64
firuza,PATHSAMPLE,mkl,ngt.2.small,62.38,59.90,59.84,59.86,60.03
firuza,PATHSAMPLE,mkl,ngt.0.large,69.87,70.02,69.35,69.00,69.50
firuza,PATHSAMPLE,mkl,ngt.1.large,69.32,69.43,71.12,69.00,71.45
firuza,PATHSAMPLE,mkl,ngt.2.large,69.56,69.87,68.54,69.68,69.75
firuza,PATHSAMPLE,gpu,pfold.0.small,18.94,18.92,18.83,18.85,18.94
firuza,PATHSAMPLE,gpu,pfold.1.small,17.46,17.46,17.52,17.76,17.58
firuza,PATHSAMPLE,gpu,pfold.2.small,13.16,13.20,13.13,13.22,13.31
firuza,PATHSAMPLE,gpu,pfold.0.large,146.64,146.40,147.00,146.68,146.77
firuza,PATHSAMPLE,gpu,pfold.1.large,133.04,132.79,133.12,133.01,133.07
firuza,PATHSAMPLE,gpu,pfold.2.large,91.19,90.97,90.82,91.12,90.84
firuza,PATHSAMPLE,gpu,ngt.0.small,65.34,65.37,65.38,65.84,65.40
firuza,PATHSAMPLE,gpu,ngt.1.small,65.69,66.13,65.62,65.29,65.76
firuza,PATHSAMPLE,gpu,ngt.2.small,67.08,65.02,65.32,69.52,65.24
firuza,PATHSAMPLE,gpu,ngt.0.large,123.26,123.05,122.90,122.66,122.81
firuza,PATHSAMPLE,gpu,ngt.1.large,122.16,123.39,122.06,122.26,122.34
firuza,PATHSAMPLE,gpu,ngt.2.large,122.34,122.51,121.93,122.21,123.11
firuza,PATHSAMPLE,opencl00,pfold.0.small,10.98,10.97,10.92,10.91,11.14
firuza,PATHSAMPLE,opencl00,pfold.1.small,9.37,9.15,9.45,9.14,9.19
firuza,PATHSAMPLE,opencl00,pfold.2.small,6.48,6.63,6.41,6.48,6.51
firuza,PATHSAMPLE,opencl00,pfold.0.large,70.16,70.38,70.34,70.41,70.04
firuza,PATHSAMPLE,opencl00,pfold.1.large,53.98,54.22,53.90,54.39,54.27
firuza,PATHSAMPLE,opencl00,pfold.2.large,27.97,27.03,27.01,27.12,27.22
firuza,PATHSAMPLE,opencl00,ngt.0.small,62.67,61.09,61.66,61.12,60.97
firuza,PATHSAMPLE,opencl00,ngt.1.small,61.06,62.32,60.75,60.94,61.09
firuza,PATHSAMPLE,opencl00,ngt.2.small,61.14,61.14,61.37,64.52,60.88
firuza,PATHSAMPLE,opencl00,ngt.0.large,82.61,82.59,82.94,82.55,84.50
firuza,PATHSAMPLE,opencl00,ngt.1.large,84.79,82.43,82.28,81.98,82.36
firuza,PATHSAMPLE,opencl00,ngt.2.large,82.43,82.31,83.77,82.61,82.14
